regime,D_v,n_run,n_steady_snapshots,H_mean,H_std_time,D_mean,D_std_time,DKL_mean,DKL_std_time,kmean_AB,kpeak_A,k_bin,k,PS_A,PS_B,PS_0,G_AB
segregating,0.010,0,200,0.7284001307067203,0.01495622866419588,1.0926742836025034,0.014678616006708022,0.38426740676501575,0.008361546364278383,0.4273055966089877,0.2936820925223327,0,0.09789403084077755,38968.55512193616,33688.88819805053,11459.148705480131,-30599.147307253283
segregating,0.010,0,200,0.7284001307067203,0.01495622866419588,1.0926742836025034,0.014678616006708022,0.38426740676501575,0.008361546364278383,0.4273055966089877,0.2936820925223327,1,0.2936820925223327,446359.75981779245,397053.48864915856,26413.14353237104,-408500.0524672899
segregating,0.010,0,200,0.7284001307067203,0.01495622866419588,1.0926742836025034,0.014678616006708022,0.38426740676501575,0.008361546364278383,0.4273055966089877,0.2936820925223327,2,0.4894701542038878,423656.44793006167,447727.5625221722,35617.70517072689,-417883.1526407535
segregating,0.010,0,200,0.7284001307067203,0.01495622866419588,1.0926742836025034,0.014678616006708022,0.38426740676501575,0.008361546364278383,0.4273055966089877,0.2936820925223327,3,0.6852582158854429,49045.09608491387,53622.93089234514,47529.15283289792,-27569.437072180543
segregating,0.010,0,200,0.7284001307067203,0.01495622866419588,1.0926742836025034,0.014678616006708022,0.38426740676501575,0.008361546364278383,0.4273055966089877,0.2936820925223327,4,0.8810462775669979,25005.330486850147,18362.218082570216,26764.71119380644,-8301.418687806952
segregating,0.010,0,200,0.7284001307067203,0.01495622866419588,1.0926742836025034,0.014678616006708022,0.38426740676501575,0.008361546364278383,0.4273055966089877,0.2936820925223327,5,1.076834339248553,7201.223387504163,8434.628644601786,7282.349245094352,-4176.751393505797
segregating,0.010,0,200,0.7284001307067203,0.01495622866419588,1.0926742836025034,0.014678616006708022,0.38426740676501575,0.008361546364278383,0.4273055966089877,0.2936820925223327,6,1.2726224009301084,2500.9412839216434,1511.4611601054653,1882.384771109244,-1065.0088364589324
segregating,0.010,0,200,0.7284001307067203,0.01495622866419588,1.0926742836025034,0.014678616006708022,0.38426740676501575,0.008361546364278383,0.4273055966089877,0.2936820925223327,7,1.4684104626116632,1740.1277949393634,1805.9018984764252,691.815699797052,-1427.106996809368
segregating,0.010,0,200,0.7284001307067203,0.01495622866419588,1.0926742836025034,0.014678616006708022,0.38426740676501575,0.008361546364278383,0.4273055966089877,0.2936820925223327,8,1.6641985242932185,789.9461475808863,754.5534181439727,263.29209646531945,-640.6037346297701
segregating,0.010,0,200,0.7284001307067203,0.01495622866419588,1.0926742836025034,0.014678616006708022,0.38426740676501575,0.008361546364278383,0.4273055966089877,0.2936820925223327,9,1.8599865859747733,644.7083165226114,649.4293773056564,119.3345671585473,-587.4015633348604
segregating,0.010,0,200,0.7284001307067203,0.01495622866419588,1.0926742836025034,0.014678616006708022,0.38426740676501575,0.008361546364278383,0.4273055966089877,0.2936820925223327,10,2.0557746476563286,465.3596881051833,473.74045726999424,91.19466588192707,-423.9527397466251
segregating,0.010,0,200,0.7284001307067203,0.01495622866419588,1.0926742836025034,0.014678616006708022,0.38426740676501575,0.008361546364278383,0.4273055966089877,0.2936820925223327,11,2.251562709337884,293.12674012143606,261.23541199891145,67.24243362853531,-243.5598592459062
segregating,0.010,0,200,0.7284001307067203,0.01495622866419588,1.0926742836025034,0.014678616006708022,0.38426740676501575,0.008361546364278383,0.4273055966089877,0.2936820925223327,12,2.4473507710194387,293.0970800653856,295.7016928312358,52.04781110504096,-268.3754808957904
segregating,0.010,0,200,0.7284001307067203,0.01495622866419588,1.0926742836025034,0.014678616006708022,0.38426740676501575,0.008361546364278383,0.4273055966089877,0.2936820925223327,13,2.643138832700994,195.61620039412804,174.90036062068526,45.24463880789654,-162.63596110345838
segregating,0.010,0,200,0.7284001307067203,0.01495622866419588,1.0926742836025034,0.014678616006708022,0.38426740676501575,0.008361546364278383,0.4273055966089877,0.2936820925223327,14,2.838926894382549,196.92276558721446,198.90972050759822,35.06751379236252,-180.38248615122512
