regime,D_v,n_run,n_steady_snapshots,H_mean,H_std_time,D_mean,D_std_time,DKL_mean,DKL_std_time,kmean_AB,kpeak_A,k_bin,k,PS_A,PS_B,PS_0,G_AB
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,33,4.14309886794433,3.4020808786423395e-08,4.209893303776338e-08,1.2917525207238408e-07,2.65277551240985e-08
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,34,4.266773461017295,2.4084682868008942e-08,2.527854724571649e-08,7.434997384781634e-08,1.2493371867045246e-08
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,35,4.39044805409026,1.4522077327872e-08,1.817210496373376e-08,3.788360778765435e-08,2.594712748024279e-09
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,36,4.514122647163225,9.625771314575278e-09,1.2315390957979265e-08,1.4829836488891918e-08,-3.555662891831342e-09
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,37,4.637797240236191,5.70816270072339e-09,7.542384264861388e-09,7.3662171167920635e-09,-2.942164924396382e-09
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,38,4.761471833309155,3.756579974040279e-09,5.023683804478155e-09,7.2997336172306555e-09,-7.4026508064389e-10
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,39,4.8851464263821205,2.126623427666839e-09,2.7366286174862684e-09,4.678235576962408e-09,-9.250823409534805e-11
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,40,5.008821019455086,1.2568644386984717e-09,1.663902330057206e-09,2.2222879349802947e-09,-3.492394168876939e-10
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,41,5.13249561252805,6.652275203353739e-10,9.034951805005585e-10,1.2489240600381998e-09,-1.5989932039888857e-10
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,42,5.256170205601016,3.61303876834503e-10,5.580330301206607e-10,9.677121579066574e-10,2.418762547574234e-11
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,43,5.379844798673981,2.379089880330792e-10,3.8815778209982003e-10,7.649143404520117e-10,6.942378515954613e-11
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,44,5.503519391746947,1.7285611773633104e-10,3.070616030739736e-10,6.230978070084171e-10,7.159004309905542e-11
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,45,5.627193984819911,1.1887191159490623e-10,2.049496675505018e-10,3.9914577385994464e-10,3.7662097357267634e-11
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,46,5.750868577892875,8.879627254273096e-11,1.5425085974376024e-10,2.390043614699829e-10,-2.021385408255643e-12
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,47,5.8745431709658416,6.374546481164543e-11,1.0407733077357908e-10,1.2635375763939384e-10,-2.0734518972916107e-11
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,48,5.998217764038806,4.065361179944332e-11,7.910910364101199e-11,7.461529394804716e-11,-2.2573710746207067e-11
segregating,0.010,0,200,0.8185697290846642,0.011397709273987845,1.2035538225521627,0.012798591862619866,0.44806847130508515,0.00749611827387419,0.35157017312356026,0.30918648268241267,49,6.121892357111772,2.8715321249923684e-11,5.113947148112256e-11,5.6666897743452184e-11,-1.1593947493794773e-11
