regime,D_v,n_run,diag_path,history_path,history_records,projection_mode,projection_floor,projection_tol,dt,nsteps,frames,noise,runtime_seconds,net_mass_change_projection,expected_net_change,bookkeeping_error,mass_added_low,mass_removed_high,mass_removed_simplex,mass_added_transfer_fallback,mass_roundoff_cleanup,mass_after_projection,mass_before_projection,mass_redistributed_high_global,mass_redistributed_high_local,mass_redistributed_low_global,mass_redistributed_low_local,mass_redistributed_simplex_global,mass_redistributed_simplex_local,mass_transferred_A_to_vacancy,mass_transferred_AtoB,mass_transferred_B_to_vacancy,mass_transferred_BtoA,mass_transferred_high_to_vacancy,mass_transferred_low,mass_transferred_simplex_to_vacancy,mass_transferred_to_vacancy,max_high_violation,max_low_violation,max_simplex_violation,n_calls,n_expensive_projection_calls,n_high_entries,n_low_entries,n_redistribute_high_failures,n_redistribute_low_failures,n_redistribute_simplex_failures,n_roundoff_cleanup_calls,n_simplex_cells,n_transfer_fallback_entries,redistribute_high_leftover,redistribute_low_leftover,redistribute_simplex_leftover
segregating,0.15000000000000002,9,data/segregating/VS_run_9_det_Dv0.150_projection_diag.json,data/segregating/VS_run_9_det_Dv0.150_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2546.8227791786194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23640442776.941406,23640442776.941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.16,0,data/segregating/VS_run_0_det_Dv0.160_projection_diag.json,data/segregating/VS_run_0_det_Dv0.160_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2691.490054368973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23644674679.984077,23644674679.984077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.16,1,data/segregating/VS_run_1_det_Dv0.160_projection_diag.json,data/segregating/VS_run_1_det_Dv0.160_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2594.8774745464325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23672609400.493767,23672609400.493767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.16,2,data/segregating/VS_run_2_det_Dv0.160_projection_diag.json,data/segregating/VS_run_2_det_Dv0.160_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2664.561693906784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23671526334.07234,23671526334.07234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.16,3,data/segregating/VS_run_3_det_Dv0.160_projection_diag.json,data/segregating/VS_run_3_det_Dv0.160_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2712.3595821857452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23649294247.8572,23649294247.8572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.16,4,data/segregating/VS_run_4_det_Dv0.160_projection_diag.json,data/segregating/VS_run_4_det_Dv0.160_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2617.481694459915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23645931350.04966,23645931350.04966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.16,5,data/segregating/VS_run_5_det_Dv0.160_projection_diag.json,data/segregating/VS_run_5_det_Dv0.160_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2722.370047569275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23642290341.99421,23642290341.99421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.16,6,data/segregating/VS_run_6_det_Dv0.160_projection_diag.json,data/segregating/VS_run_6_det_Dv0.160_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2635.7763752937317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23665834562.00226,23665834562.00226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.16,7,data/segregating/VS_run_7_det_Dv0.160_projection_diag.json,data/segregating/VS_run_7_det_Dv0.160_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2533.19078874588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23668534705.98336,23668534705.98336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.16,8,data/segregating/VS_run_8_det_Dv0.160_projection_diag.json,data/segregating/VS_run_8_det_Dv0.160_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2638.7541258335114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23640442776.941406,23640442776.941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.16,9,data/segregating/VS_run_9_det_Dv0.160_projection_diag.json,data/segregating/VS_run_9_det_Dv0.160_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2594.851595401764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23651012276.25861,23651012276.25861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.17,0,data/segregating/VS_run_0_det_Dv0.170_projection_diag.json,data/segregating/VS_run_0_det_Dv0.170_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2148.077630996704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23672609400.493767,23672609400.493767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.17,1,data/segregating/VS_run_1_det_Dv0.170_projection_diag.json,data/segregating/VS_run_1_det_Dv0.170_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2136.2131826877594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23671526334.07234,23671526334.07234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.17,2,data/segregating/VS_run_2_det_Dv0.170_projection_diag.json,data/segregating/VS_run_2_det_Dv0.170_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2118.055060148239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23649294247.8572,23649294247.8572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.17,3,data/segregating/VS_run_3_det_Dv0.170_projection_diag.json,data/segregating/VS_run_3_det_Dv0.170_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2117.7631754875183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23645931350.04966,23645931350.04966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.17,4,data/segregating/VS_run_4_det_Dv0.170_projection_diag.json,data/segregating/VS_run_4_det_Dv0.170_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2145.52845287323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23642290341.99421,23642290341.99421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.17,5,data/segregating/VS_run_5_det_Dv0.170_projection_diag.json,data/segregating/VS_run_5_det_Dv0.170_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2159.881271123886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23665834562.00226,23665834562.00226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.17,6,data/segregating/VS_run_6_det_Dv0.170_projection_diag.json,data/segregating/VS_run_6_det_Dv0.170_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2145.9243404865265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23668534705.98336,23668534705.98336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.17,7,data/segregating/VS_run_7_det_Dv0.170_projection_diag.json,data/segregating/VS_run_7_det_Dv0.170_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2116.2489907741547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23640442776.941406,23640442776.941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.17,8,data/segregating/VS_run_8_det_Dv0.170_projection_diag.json,data/segregating/VS_run_8_det_Dv0.170_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2149.222062110901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23651012276.25861,23651012276.25861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.17,9,data/segregating/VS_run_9_det_Dv0.170_projection_diag.json,data/segregating/VS_run_9_det_Dv0.170_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2149.0934562683105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23655817955.01708,23655817955.01708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.18000000000000002,0,data/segregating/VS_run_0_det_Dv0.180_projection_diag.json,data/segregating/VS_run_0_det_Dv0.180_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2148.8542408943176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23671526334.07234,23671526334.07234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.18000000000000002,1,data/segregating/VS_run_1_det_Dv0.180_projection_diag.json,data/segregating/VS_run_1_det_Dv0.180_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2146.054426431656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23649294247.8572,23649294247.8572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.18000000000000002,2,data/segregating/VS_run_2_det_Dv0.180_projection_diag.json,data/segregating/VS_run_2_det_Dv0.180_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2119.4358587265015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23645931350.04966,23645931350.04966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.18000000000000002,3,data/segregating/VS_run_3_det_Dv0.180_projection_diag.json,data/segregating/VS_run_3_det_Dv0.180_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2115.0662150382996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23642290341.99421,23642290341.99421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.18000000000000002,4,data/segregating/VS_run_4_det_Dv0.180_projection_diag.json,data/segregating/VS_run_4_det_Dv0.180_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2147.098018169403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23665834562.00226,23665834562.00226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.18000000000000002,5,data/segregating/VS_run_5_det_Dv0.180_projection_diag.json,data/segregating/VS_run_5_det_Dv0.180_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2156.0217270851135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23668534705.98336,23668534705.98336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.18000000000000002,6,data/segregating/VS_run_6_det_Dv0.180_projection_diag.json,data/segregating/VS_run_6_det_Dv0.180_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2146.730490207672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23640442776.941406,23640442776.941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.18000000000000002,7,data/segregating/VS_run_7_det_Dv0.180_projection_diag.json,data/segregating/VS_run_7_det_Dv0.180_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2125.590386867523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23651012276.25861,23651012276.25861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.18000000000000002,8,data/segregating/VS_run_8_det_Dv0.180_projection_diag.json,data/segregating/VS_run_8_det_Dv0.180_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2144.6173815727234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23655817955.01708,23655817955.01708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.18000000000000002,9,data/segregating/VS_run_9_det_Dv0.180_projection_diag.json,data/segregating/VS_run_9_det_Dv0.180_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2146.9654438495636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23682827499.39792,23682827499.39792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.19,0,data/segregating/VS_run_0_det_Dv0.190_projection_diag.json,data/segregating/VS_run_0_det_Dv0.190_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2146.889461994171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23649294247.8572,23649294247.8572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.19,1,data/segregating/VS_run_1_det_Dv0.190_projection_diag.json,data/segregating/VS_run_1_det_Dv0.190_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2139.450593471527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23645931350.04966,23645931350.04966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.19,2,data/segregating/VS_run_2_det_Dv0.190_projection_diag.json,data/segregating/VS_run_2_det_Dv0.190_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2117.9368529319763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23642290341.99421,23642290341.99421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.19,3,data/segregating/VS_run_3_det_Dv0.190_projection_diag.json,data/segregating/VS_run_3_det_Dv0.190_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2117.1489639282227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23665834562.00226,23665834562.00226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.19,4,data/segregating/VS_run_4_det_Dv0.190_projection_diag.json,data/segregating/VS_run_4_det_Dv0.190_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2146.792542219162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23668534705.98336,23668534705.98336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.19,5,data/segregating/VS_run_5_det_Dv0.190_projection_diag.json,data/segregating/VS_run_5_det_Dv0.190_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2154.3648035526276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23640442776.941406,23640442776.941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.19,6,data/segregating/VS_run_6_det_Dv0.190_projection_diag.json,data/segregating/VS_run_6_det_Dv0.190_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2143.1503727436066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23651012276.25861,23651012276.25861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.19,7,data/segregating/VS_run_7_det_Dv0.190_projection_diag.json,data/segregating/VS_run_7_det_Dv0.190_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2122.9988005161285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23655817955.01708,23655817955.01708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.19,8,data/segregating/VS_run_8_det_Dv0.190_projection_diag.json,data/segregating/VS_run_8_det_Dv0.190_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2147.1622817516327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23682827499.39792,23682827499.39792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.19,9,data/segregating/VS_run_9_det_Dv0.190_projection_diag.json,data/segregating/VS_run_9_det_Dv0.190_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2147.9667942523956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23661031220.174835,23661031220.174835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.2,0,data/segregating/VS_run_0_det_Dv0.200_projection_diag.json,data/segregating/VS_run_0_det_Dv0.200_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2148.728926181793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23645931350.04966,23645931350.04966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.2,1,data/segregating/VS_run_1_det_Dv0.200_projection_diag.json,data/segregating/VS_run_1_det_Dv0.200_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2139.9253585338593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23642290341.99421,23642290341.99421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.2,2,data/segregating/VS_run_2_det_Dv0.200_projection_diag.json,data/segregating/VS_run_2_det_Dv0.200_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2117.839560985565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23665834562.00226,23665834562.00226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.2,3,data/segregating/VS_run_3_det_Dv0.200_projection_diag.json,data/segregating/VS_run_3_det_Dv0.200_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2113.8445525169373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23668534705.98336,23668534705.98336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.2,4,data/segregating/VS_run_4_det_Dv0.200_projection_diag.json,data/segregating/VS_run_4_det_Dv0.200_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2147.463706254959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23640442776.941406,23640442776.941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.2,5,data/segregating/VS_run_5_det_Dv0.200_projection_diag.json,data/segregating/VS_run_5_det_Dv0.200_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2161.4382967948914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23651012276.25861,23651012276.25861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
segregating,0.2,6,data/segregating/VS_run_6_det_Dv0.200_projection_diag.json,data/segregating/VS_run_6_det_Dv0.200_projection_history.csv,800,clip,0.0,1e-14,0.001,2000000,800,False,2143.2428731918335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23655817955.01708,23655817955.01708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0
